0.228,0.5589999999999999
0.21600000000000003,0.528
0.221,0.552
0.215,0.5379999999999999
0.22399999999999998,0.5479999999999999
0.23199999999999998,0.5529999999999999
0.21600000000000003,0.525
0.225,0.5379999999999999
0.20600000000000002,0.5539999999999999
0.21899999999999997,0.5820000000000001
0.21600000000000003,0.575
0.212,0.5670000000000001
0.24100000000000002,0.551
0.23800000000000002,0.5379999999999999
0.23199999999999998,0.524
0.24,0.545
0.223,0.528
0.222,0.527
0.233,0.562
0.19,0.546
0.209,0.5579999999999999
0.239,0.5589999999999999
0.24,0.54
0.222,0.557
0.22,0.539
0.233,0.5479999999999999
0.221,0.5579999999999999
0.212,0.564
0.244,0.584
0.23600000000000002,0.5579999999999999
0.22899999999999998,0.532
0.23,0.547
0.23800000000000002,0.551
0.244,0.54
0.23800000000000002,0.542
0.23399999999999999,0.5589999999999999
0.23199999999999998,0.534
0.226,0.527
0.19899999999999998,0.59
0.223,0.552
0.226,0.525
0.24100000000000002,0.537
0.214,0.517
0.213,0.556
0.226,0.532
0.214,0.565
0.223,0.573
0.225,0.552
0.258,0.5539999999999999
0.20800000000000002,0.594
0.222,0.535
0.212,0.547
0.21,0.5529999999999999
0.21100000000000002,0.545
0.23600000000000002,0.551
0.22899999999999998,0.568
0.24100000000000002,0.565
0.235,0.546
0.22,0.562
0.196,0.552
0.226,0.539
0.21100000000000002,0.5820000000000001
0.237,0.552
0.223,0.56
0.226,0.562
0.24600000000000002,0.5429999999999999
0.21899999999999997,0.551
0.23199999999999998,0.5710000000000001
0.22699999999999998,0.545
0.213,0.5660000000000001
0.235,0.561
0.237,0.574
0.218,0.523
0.22699999999999998,0.573
0.244,0.551
0.23199999999999998,0.555
0.239,0.563
0.23399999999999999,0.575
0.21899999999999997,0.564
0.253,0.56
0.24100000000000002,0.5670000000000001
0.231,0.532
0.228,0.5760000000000001
0.214,0.5479999999999999
0.23,0.5870000000000001
0.23399999999999999,0.539
0.22699999999999998,0.536
0.21600000000000003,0.544
0.228,0.563
0.235,0.5489999999999999
0.23399999999999999,0.589
0.203,0.575
0.248,0.5670000000000001
0.226,0.537
0.213,0.594
0.223,0.534
0.25,0.579
0.207,0.523
0.233,0.5760000000000001
0.242,0.584
0.221,0.556
0.23399999999999999,0.568
0.231,0.58
0.228,0.5589999999999999
0.215,0.545
0.244,0.573
0.225,0.5720000000000001
0.248,0.544
0.239,0.55
0.23,0.579
0.244,0.6
0.22899999999999998,0.5710000000000001
0.22399999999999998,0.574
0.251,0.578
0.22399999999999998,0.56
0.26,0.6
0.20600000000000002,0.57
0.20800000000000002,0.589
0.218,0.561
0.22,0.562
0.231,0.607
0.203,0.562
0.22899999999999998,0.546
0.256,0.5529999999999999
0.245,0.5760000000000001
0.22699999999999998,0.6
0.237,0.5589999999999999
0.23600000000000002,0.607
0.245,0.586
0.231,0.581
0.215,0.557
0.245,0.568
0.212,0.56
0.213,0.579
0.22699999999999998,0.578
0.22399999999999998,0.593
0.221,0.584
0.21100000000000002,0.579
0.215,0.61
0.23,0.569
0.223,0.5529999999999999
0.21600000000000003,0.578
0.222,0.568
0.244,0.588
0.23800000000000002,0.557
0.24,0.5760000000000001
0.24,0.603
0.231,0.591
0.239,0.625
0.21899999999999997,0.622
0.23,0.565
0.22699999999999998,0.615
0.215,0.606
0.217,0.613
0.23399999999999999,0.591
0.23600000000000002,0.596
0.223,0.5589999999999999
0.22899999999999998,0.579
0.23600000000000002,0.594
0.213,0.595
0.243,0.5870000000000001
0.23600000000000002,0.61
0.231,0.591
0.21600000000000003,0.5770000000000001
0.22699999999999998,0.636
0.214,0.598
0.237,0.598
0.23800000000000002,0.619
0.222,0.591
0.226,0.59
0.252,0.608
0.23,0.5820000000000001
0.228,0.606
0.223,0.638
0.221,0.616
0.226,0.598
0.22,0.585
0.23,0.589
0.21,0.621
0.21600000000000003,0.5720000000000001
0.22,0.589
0.237,0.597
0.23800000000000002,0.555
0.213,0.608
0.223,0.581
0.209,0.575
0.218,0.59
0.252,0.623
0.221,0.647
