x,y,class
217.75800667146402,-2.101881024371686,0
217.75742685385947,-2.101861447919876,0
217.75778420209,-2.1018735131114576,0
217.7575144443774,-2.1018644052496174,0
115.75611639999808,-1.414493388888415,0
115.7564400477379,-1.4145043162455777,0
217.7567997479167,-2.1018402748679987,0
115.75601244624376,-1.4144898790854048,0
217.75729197500328,-2.101856893989667,0
115.75606589670595,-1.4144916837397368,0
217.75693462677305,-2.101844828798785,0
115.75622004397052,-1.4144968882322104,0
217.75715709614684,-2.1018523400587807,0
115.75584501380915,-1.4144842260441541,0
217.75644239968625,-2.1018282096769614,0
115.75593537261152,-1.4144872768391716,0
115.75656377435644,-1.4145084936422172,0
217.75787179260743,-2.1018764704406,0
115.75606249796795,-1.4144915689877402,0
217.7576493232336,-2.1018689591806052,0
217.75791908094658,-2.1018780670424357,0
217.75787179260743,-2.101876470440601,0
220.18714338247315,4.9129255533981935,0
215.1869393571693,4.946624785753472,0
219.75757006948268,-2.1153432208566105,0
-12.223527932383506,-0.5526566578112052,0
-12.22354811306818,-0.5526559764483434,0
-12.22348951585546,-0.5526579548730223,0
-12.22359546275773,-0.5526543777751272,0
-12.223561697570615,-0.5526555177931668,0
-12.22366764447289,-0.5526519406952721,0
-12.223561697570615,-0.5526555177931665,0
-12.215957186116693,-0.5529122698201493,0
-12.22362113482689,-0.5526535110059954,0
216.7568621943926,-2.0951039144907617,0
217.75657727854275,-2.101832763607876,0
217.75621993031243,-2.101820698416965,0
216.1958751367855,4.9407658817388285,0
221.1956476424812,4.9070812188315465,0
-12.236555256294231,-0.5522168147206272,0
-12.236711927545828,-0.5522115250104787,0
-12.236681380663637,-0.5522125563685042,0
-12.236661726480007,-0.5522132199550495,0
-12.236493336647975,-0.5522189053210271,0
54.75878849761542,-1.0035370125785477,0
-12.234921899513838,-0.5522719619403657,0
-12.23589199057591,-0.5522392086401634,0
-12.236503298905475,-0.5522185689641392,0
-12.235830931035915,-0.5522412702006928,0
-12.236058424088435,-0.5522335893256344,0
52.76025106023244,-0.9901094557247352,0
-12.235436969979675,-0.5522545715548104,0
-12.236013809741001,-0.5522350956451662,0
-12.236335016419591,-0.5522242507057762,0
-12.23603325182724,-0.5522344392196902,0
-12.236555962729142,-0.5522167908691811,0
52.759699794376935,-0.9900908432699224,0
-12.235319436133587,-0.5522585398640709,0
-12.235993722240796,-0.5522357738618313,0
-12.236296346939405,-0.5522255563080465,0
-12.236321611851015,-0.5522247032858236,0
-12.236163527729607,-0.5522300406988647,0
52.75943858940684,-0.9900820241753706,0
-12.236045336176419,-0.5522340312143678,0
-12.235897604090846,-0.5522390191103886,0
-12.2359219940084,-0.5522381956306945,0
-12.236027367980938,-0.5522346378766945,0
-12.236155085688072,-0.5522303257285197,0
52.75889375772487,-0.9900636289583268,0
-12.235684928209913,-0.5522461997115165,0
-12.236393066965075,-0.5522222907382873,0
-12.23650552834331,-0.5522184936913637,0
-12.236323804277491,-0.5522246292626668,0
-12.236306861960447,-0.5522252012881376,0
52.75978132940054,-0.9900935961466472,0
-12.234932006073114,-0.5522716207114001,0
-12.236763022041357,-0.5522097999009333,0
-12.236085374988177,-0.5522326793791923,0
-12.235908859771184,-0.5522386390835118,0
-12.236325760597,-0.552224563211218,0
52.75935816429856,-0.9900793087728504,0
-12.235343439059772,-0.5522577294504121,0
-12.236933533965075,-0.5522040428865206,0
-12.236638359653936,-0.5522140088919844,0
-12.235817277091785,-0.5522417312004364,0
-12.235971332180991,-0.5522365298200902,0
-12.235879126670055,-0.5522396429657501,0
-12.236552474092846,-0.5522169086564244,0
-12.236713730193975,-0.5522114641474536,0
52.75998312004348,-0.9901004092281864,0
-12.235271362349026,-0.5522601629849913,0
-12.23674749538109,-0.5522103241294153,0
-12.235614345569743,-0.5522485828016127,0
-12.235411050799115,-0.5522554466671943,0
-12.235641959366154,-0.5522476504737116,0
52.76033370142591,-0.9901122459492052,0
-12.235605944397035,-0.5522488664514085,0
-12.23637297946487,-0.5522229689549519,0
-12.236267922148905,-0.5522265160176378,0
-12.23557274021682,-0.5522499875281048,0
-12.236240581470824,-0.5522274391242119,0
52.75879788488185,-0.990060391992096,0
-12.235341125214873,-0.5522578075730332,0
-12.236472199259742,-0.5522196189851869,0
-12.236536627989045,-0.5522174436703166,0
-12.236089994062095,-0.5522325234248491,0
-12.236736000806813,-0.5522107122220973,0
52.759677185863715,-0.9900900799359952,0
